Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
35,fri_c1_500_10,2,kNN,Original Features,n_neighbors=5,0.6913503243261955,0.06444058652967789,0.13610680244060447,10,0,0.0023935794830322265
35,fri_c1_500_10,2,kNN,Original Features,n_neighbors=10,0.7228614316211823,0.02797709017316186,0.060394044296907645,10,0,0.0025932788848876953
35,fri_c1_500_10,2,ikNN,Original Features,default,0.8739662478276811,0.052275844852565784,0.03298710533369187,10,0,1.1575035572052002
36,boston_corrected,2,kNN,Original Features,n_neighbors=5,0.5404851207566286,0.13476407313727973,0.35055073037520534,19,0,0.0021943092346191407
36,boston_corrected,2,kNN,Original Features,n_neighbors=10,0.510896803079906,0.130349621303264,0.3523952947638055,19,0,0.002393817901611328
36,boston_corrected,2,ikNN,Original Features,default,0.762313376136287,0.1260049128316568,0.1261490499982566,19,0,1.266411542892456
37,disclosure_x_noise,2,kNN,Original Features,n_neighbors=5,0.45560586340215325,0.048296614187689886,0.23090273804005446,3,0,0.002194118499755859
37,disclosure_x_noise,2,kNN,Original Features,n_neighbors=10,0.4286186932466479,0.010628577192312284,0.16275192864007682,3,0,0.001994800567626953
37,disclosure_x_noise,2,ikNN,Original Features,default,0.48958548936950397,0.028288726586846495,0.17682430839806607,3,0,0.09534459114074707
38,fri_c1_1000_50,2,kNN,Original Features,n_neighbors=5,0.5799277851854832,0.03437008975243429,0.16899967079068856,50,0,0.0029918670654296873
38,fri_c1_1000_50,2,kNN,Original Features,n_neighbors=10,0.5648059817226818,0.03371925826751616,0.10195115136582866,50,0,0.0025931358337402343
38,fri_c1_1000_50,2,ikNN,Original Features,default,0.8511227982972797,0.01128039754577953,0.04219820846430955,50,0,3.1753047466278077
39,fri_c4_500_25,2,kNN,Original Features,n_neighbors=5,0.6480756378078077,0.040383378777884,0.1323023873306629,25,0,0.002194070816040039
39,fri_c4_500_25,2,kNN,Original Features,n_neighbors=10,0.6273435941603392,0.008447194231623156,0.07942309682783799,25,0,0.0017951011657714843
39,fri_c4_500_25,2,ikNN,Original Features,default,0.8346159764632203,0.03876988289633857,0.05788651307241699,25,0,1.4060387134552002
40,kdd_el_nino-small,2,kNN,Original Features,n_neighbors=5,0.5265344562502378,0.11396350594674447,0.4386707678218871,8,0,0.0029921531677246094
40,kdd_el_nino-small,2,kNN,Original Features,n_neighbors=10,0.4616221729822897,0.09071342991367763,0.48555744754625574,8,0,0.002792644500732422
40,kdd_el_nino-small,2,ikNN,Original Features,default,0.7711015860394586,0.12300534615707162,0.09067020023277439,8,0,1.0077040672302247
41,stock,2,kNN,Original Features,n_neighbors=5,0.7410380926914852,0.2625069949312596,0.23578874413357875,9,0,0.0031918048858642577
41,stock,2,kNN,Original Features,n_neighbors=10,0.7692546923290504,0.24287129393452897,0.19096564769320723,9,0,0.003191375732421875
41,stock,2,ikNN,Original Features,default,0.6886034735207212,0.24999578874785075,0.2813867704513947,9,0,1.4239905834198
42,fri_c0_1000_10,2,kNN,Original Features,n_neighbors=5,0.7837916555990809,0.025990215062968423,0.09139524060359294,10,0,0.0031914710998535156
42,fri_c0_1000_10,2,kNN,Original Features,n_neighbors=10,0.822507779012484,0.026011489254338407,0.03133111312343284,10,0,0.0035905361175537108
42,fri_c0_1000_10,2,ikNN,Original Features,default,0.7789936381119344,0.04375797573411508,0.07498757692049429,10,0,1.8719917297363282
43,fri_c0_1000_25,2,kNN,Original Features,n_neighbors=5,0.6892810965406425,0.04418255514376547,0.1326721440829851,25,0,0.0023938655853271485
43,fri_c0_1000_25,2,kNN,Original Features,n_neighbors=10,0.7028546807165459,0.030777981842113597,0.07210223249067038,25,0,0.0021942615509033202
43,fri_c0_1000_25,2,ikNN,Original Features,default,0.7944324089034998,0.02119018067516969,0.06769519526101186,25,0,2.2162710189819337
44,boston,2,kNN,Original Features,n_neighbors=5,0.6665813212516978,0.13224091906125837,0.20552314880057,13,0,0.0031916618347167967
44,boston,2,kNN,Original Features,n_neighbors=10,0.6453653095824766,0.1608615826197329,0.18329449490777883,13,0,0.003191709518432617
44,boston,2,ikNN,Original Features,default,0.8277179330459555,0.09737321708774574,0.06200894396542822,13,0,1.0731291770935059
45,fri_c4_500_10,2,kNN,Original Features,n_neighbors=5,0.7733087364691233,0.025284687558894132,0.09041078520320833,10,0,0.0027924537658691405
45,fri_c4_500_10,2,kNN,Original Features,n_neighbors=10,0.7478856156362321,0.028815545507043096,0.07761670448375158,10,0,0.0023935794830322265
45,fri_c4_500_10,2,ikNN,Original Features,default,0.8345655452973475,0.055948676332942426,0.0648089424432935,10,0,1.209763526916504
46,fri_c2_1000_50,2,kNN,Original Features,n_neighbors=5,0.6252746409793993,0.04277335766265636,0.1274490839864474,50,0,0.002992105484008789
46,fri_c2_1000_50,2,kNN,Original Features,n_neighbors=10,0.603987797742776,0.025959609945181563,0.09493982180658844,50,0,0.0027927398681640626
46,fri_c2_1000_50,2,ikNN,Original Features,default,0.8352601900620462,0.028461209382926157,0.04394690204386398,50,0,3.244719362258911
47,fri_c2_500_10,2,kNN,Original Features,n_neighbors=5,0.7636109310680451,0.06036614221345078,0.06331504887203676,10,0,0.0023935794830322265
